epoch	loss	acc	val_loss	val_acc
0	1.910888191756852	0.652916365926829	2.5007323301755466	0.5778112044701209
1	1.4779600479187223	0.7327727992600257	1.6366935601601234	0.6985416687451876
2	1.3694434209701118	0.754569008536295	1.5130349122560942	0.7310162690969614
3	1.3032301533112831	0.7669322526236193	1.5540917836702788	0.7158173414377066
4	1.2606127633960968	0.7743799306383921	1.321121518428509	0.7603852061124948
5	1.2266758188195186	0.7822842699125272	1.655766459611746	0.6985049110192519
6	1.184521322403479	0.7898486808899345	1.2547205594869761	0.7769399514565101
7	1.1572218099865346	0.7949762341626193	1.3483021442706769	0.7472533079294058
8	1.1411138669066472	0.7985830927660705	1.2692106870504527	0.7714123404943026
9	1.1245928362968864	0.8022865270255902	1.2187793805049016	0.7864483961692224
10	1.0994622349192242	0.8070485250118675	1.325130508496211	0.7638254303198594
11	1.0905276523270737	0.809032390423871	1.2751003320400531	0.7721248131531936
12	1.0770645428688155	0.8118576311737026	1.1427695109294012	0.7994150794469393
13	1.0563946068286896	0.8163052931291248	1.193584258739765	0.7860088348388672
14	1.0518869270972155	0.8172254384657659	1.1669778365355272	0.7927676530984732
15	1.0458095992377046	0.8188836771413821	1.1518125809155977	0.7986973019746634
16	1.0179602391676073	0.8240170068697098	1.0860403776168823	0.8130511870751014
17	1.0125554873855835	0.8259733040398414	1.1901169281739454	0.7966142617739164
18	0.9966365175509672	0.8285253788899938	1.163016025836651	0.7991291926457331
19	0.9844924323602554	0.8315778721910004	1.1368177120502179	0.8073140474466177
20	0.9775470139783456	0.8326578279700848	1.1794872375635	0.7953251050068781
21	0.9589858175417699	0.8359342370558223	1.1128538755270152	0.8045574793448815
22	0.9501723458460711	0.8383341108987091	1.1246371452624981	0.8025930340473468
23	0.9375442452386978	0.8405148288525572	1.0878887818409846	0.8131169080734253
24	0.917064902432468	0.8441507851858752	1.1342338690390954	0.8047230197833135
25	0.8982587735587304	0.8479010831872258	1.1299725770950317	0.8047895981715276
26	0.889086607125921	0.8501356039025368	1.151197626040532	0.8078900346389184
27	0.8641498282961889	0.8549620003328411	1.1053989025262685	0.8115317271305964
28	0.8484724369070945	0.8577833738895732	1.078974003975208	0.8203175480549152
29	0.8458816488401606	0.8589326069442504	1.1060680517783532	0.8162601773555462
30	0.8292197109362401	0.8617861601737661	1.1023859427525446	0.8140726593824533
31	0.8140271016217153	0.8646671545068059	1.0914523234734168	0.8166915453397311
32	0.8308792516179041	0.8637672285421178	1.1348943710327148	0.8160395943201505
33	0.8025262683903406	0.8671635941627922	1.1017672602946942	0.8160715699195862
34	0.7857239784997537	0.8707293332169909	1.0736945959237905	0.8211672993806692
35	0.7769728538093217	0.8726751733263698	1.1074149792010968	0.8208410969147315
36	0.762873881180352	0.8754546907516795	1.0742993492346544	0.8230299536998456
37	0.7537793279240984	0.877285448236203	1.1436502383305476	0.8192391533118027
38	0.7446518329852218	0.8791335826620049	1.0822180326168354	0.825381875038147
39	0.7415471853466209	0.880235491816057	1.1339856936381414	0.8200625639695388
40	0.7308367266567475	0.8821014833012852	1.1209175678399892	0.8218091084406927
41	0.7230978679219517	0.8839843453617271	1.082538210428678	0.8259938221711379
42	0.7283758417182012	0.8833529320331889	1.113301708148076	0.8245373414112971
43	0.714543075189678	0.8854260223174314	1.0813530683517456	0.8254055793468769
44	0.7088597220018369	0.886927599206977	1.1374296637681813	0.8217828227923467
45	0.7017235829742676	0.8883472462312891	1.1230809871967022	0.8233955594209524
46	0.6937808162028637	0.8898201467247184	1.1396802021906927	0.8208811374811026
47	0.6872630231424209	0.8909402735736391	1.0741311816068797	0.8299252757659326
48	0.6811001494936987	0.8920633967863311	1.1392126816969652	0.8218029141426086
49	0.6826492230826562	0.8925964468662891	1.0875412684220533	0.8291788192895743
