epoch	loss	acc	val_loss	val_acc
0	2.45994198267613	0.5846753154257569	4.836849542764517	0.31079819339972276
1	1.877901704486357	0.6627226772658322	2.349522297198956	0.5717692558582013
2	1.74583706943267	0.6857762962853143	1.7873709201812744	0.6730652176416837
3	1.6743247897253124	0.698632057106823	1.6722412017675548	0.6981216944181002
4	1.6142031216840131	0.7103883309648671	1.6448879700440626	0.6995184008891766
5	1.5654353499412537	0.719524726681753	1.6195691182063177	0.7081494973256037
6	1.5263844351156042	0.72755605119084	1.5673501124748817	0.7176798948874841
7	1.4930081307341199	0.7340513186170421	1.5349293030225313	0.7292482623687158
8	1.457038874473047	0.7403135255936089	1.4863935800699086	0.7338301264322721
9	1.432277724283551	0.7454503659808308	1.4655994910460253	0.7388876905808082
10	1.4035312320114275	0.7507501263684089	1.42233080130357	0.7459634038118216
11	1.3754020038001034	0.7560767577875644	1.4329750354473407	0.7432665366392869
12	1.3521517088653845	0.7609994097040333	1.4468425053816576	0.7445664497522207
13	1.3311616958828147	0.7647903662755948	1.4258941962168767	0.7446765899658203
14	1.313785811629864	0.767999973865824	1.4124990885074322	0.7476774087319007
15	1.2920169070226337	0.7718931351779798	1.4079306859236498	0.7521191193507268
16	1.2667078682042043	0.7769925490431829	1.3686546087265015	0.7546309553659879
17	1.2526688592149577	0.7806406906985361	1.3554511987246	0.7600956696730393
18	1.225300752241677	0.7855635520515092	1.3618226509827833	0.7589297202917246
19	1.2022883820971217	0.7902082007959348	1.3728412022957435	0.7575651086293734
20	1.1778483713438752	0.7951894451718812	1.3320791996442354	0.7648031711578369
21	1.161250595652729	0.7986011075864144	1.3617548667467558	0.76084742637781
22	1.145520522506959	0.8022433122910491	1.3648903461603017	0.7548627899243281
23	1.1238786693013043	0.8064357230969526	1.3708882973744319	0.7632322632349454
24	1.1122765021586636	0.8087221184454927	1.3769713456814106	0.7642194857964149
25	1.090933167059487	0.8132490132926801	1.3503879033602202	0.7656962000406705
26	1.0727184688279388	0.817533465700412	1.3892313425357525	0.750849357018104
27	1.07229116340296	0.8177193490737075	1.3462096544412465	0.7650878200164208
28	1.058705734550406	0.8198636261695021	1.3875446961476252	0.7567157241014334
29	1.0389115121386467	0.8240260386138881	1.35498151412377	0.7686154704827529
30	1.0288645108358576	0.8261227008946445	1.3631091026159434	0.764030974644881
31	1.0228028398588163	0.8281977452816219	1.3699564200181227	0.7656632478420551
32	1.0142822634736333	0.8292539305643204	1.3661076655754676	0.764825885112469
33	0.9929614026065267	0.83339349146283	1.3642473495923555	0.7660340575071481
34	0.9825623483832823	0.835416150202445	1.3217503749407256	0.774809365089123
35	0.9722857300294648	0.8376543945675596	1.3543775356732881	0.7696998807100149
36	0.9721247761621388	0.8376737723656751	1.3941677166865423	0.7636406375811651
37	0.9570379959880759	0.840015159287584	1.3543974986443152	0.771979075211745
38	0.9418152119588414	0.8433852001614527	1.349634317251352	0.7686567902565002
39	0.9389312857881599	0.844405360451532	1.339220743912917	0.7762718659180862
40	0.9440023568245249	0.8436308221532665	1.3586987807200506	0.7714668420644907
41	0.9319688098146282	0.845855426077449	1.3653355103272657	0.7731193074813256
42	0.9240602870053107	0.8476577521464147	1.3642235902639537	0.7679489621749291
43	0.9209871945578024	0.8478586949886532	1.3603562208322377	0.7687021906559284
44	0.9048917725545551	0.8506181267423367	1.3758855416224554	0.7735740679960984
45	0.9038275318955062	0.8512325467319664	1.3587289315003614	0.7691826728674082
46	0.9050503375880216	0.851234457088173	1.3735422721275916	0.771126403258397
47	0.8974094634209204	0.8526650820303401	1.3735337532483614	0.7730807065963745
48	0.8908300424387695	0.8535398212047892	1.3289928069481483	0.7775351909490732
49	0.8772908996004577	0.8563405677266077	1.33095383644104	0.7761508730741647
